site,taxa,N
180,Curruca curruca,2
180,Larus fuscus,1
180,Sylvia borin,3
180,Anthus pratensis,1
180,Lilioceris lilii,3
180,Linaria cannabina,4
180,Arge berberidis,2
180,Vipera berus,8
180,Turdus iliacus,2
180,Bombus hypnorum,2
180,Coloeus monedula,6
180,Erinaceus europaeus,13
180,Vespa crabro,1
180,Hyacinthoides non-scripta,1
180,Tabanus autumnalis,1
180,Emberiza schoeniclus,2
180,Emberiza citrinella,5
180,Phasianus colchicus,4
180,Scolopax rusticola,3
180,Branta canadensis,3
180,Larus argentatus,1
180,Poecile montanus,2
180,Acrocephalus schoenobaenus,1
180,Anthus trivialis,2
180,Vanellus vanellus,1
180,Cydalima perspectalis,1
180,Philaenus spumarius,1
180,Strix aluco,1
180,Lasioglossum fratellum,1
180,Nomada fucata,1
180,Chorthippus brunneus,1
180,Andrena flavipes,1
180,Bombylius major,1
180,Tachina ursina,1
180,Zootoca vivipara,1
180,Pentatoma rufipes,1
180,Picromerus bidens,1
181,Erithacus rubecula,158
181,Chroicocephalus ridibundus,52
181,Aegithalos caudatus,82
181,Alcedo atthis,22
181,Anas platyrhynchos,97
181,Aythya fuligula,10
181,Branta canadensis,56
181,Carduelis carduelis,125
181,Chloris chloris,93
181,Columba palumbus,171
181,Corvus corone,86
181,Cyanistes caeruleus,150
181,Dendrocopos major,35
181,Fringilla coelebs,92
181,Fulica atra,86
181,Gallinula chloropus,98
181,Parus major,117
181,Pica pica,146
181,Prunella modularis,137
181,Regulus regulus,34
181,Streptopelia decaocto,80
181,Sturnus vulgaris,91
181,Troglodytes troglodytes,106
181,Turdus merula,156
181,Turdus philomelos,60
181,Turdus viscivorus,49
181,Coloeus monedula,54
181,Passer domesticus,81
181,Periparus ater,26
181,Accipiter nisus,26
181,Pyrrhula pyrrhula,87
181,Sylvia atricapilla,31
181,Turdus iliacus,39
181,Pieris brassicae,24
181,Pieris rapae,14
181,Sciurus carolinensis,69
181,Regulus ignicapilla,1
181,Columba livia,20
181,Anatis ocellata,1
181,Harmonia quadripunctata,1
181,Anthus pratensis,12
181,Ardea cinerea,71
181,Cygnus olor,32
181,Emberiza citrinella,6
181,Turdus pilaris,23
181,Aglais io,9
181,Polygonia c-album,10
181,Apus apus,14
181,Celastrina argiolus,3
181,Vanessa atalanta,7
181,Vulpes vulpes,2
181,Phylloscopus collybita,52
181,Picus viridis,45
181,Sitta europaea,20
181,Apodemus sylvaticus,2
181,Gonepteryx rhamni,4
181,Erinaceus europaeus,11
181,Buteo buteo,43
181,Emberiza schoeniclus,24
181,Falco tinnunculus,17
181,Larus argentatus,2
181,Motacilla alba,19
181,Motacilla cinerea,6
181,Linaria cannabina,7
181,Phylloscopus trochilus,16
181,Curruca communis,26
181,Curruca curruca,16
181,Hirundo rustica,29
181,Podiceps cristatus,3
181,Sylvia borin,6
181,Vanellus vanellus,6
181,Columba oenas,15
181,Larus fuscus,24
181,Sterna hirundo,3
181,Spinus spinus,8
181,Mergus merganser,12
181,Poecile montanus,3
181,Tachybaptus ruficollis,19
181,Garrulus glandarius,56
181,Phasianus colchicus,16
181,Macroglossum stellatarum,1
181,Lilioceris lilii,3
181,Pararge aegeria,12
181,Acanthis cabaret,18
181,Tritomegas bicolor,1
181,Certhia familiaris,2
181,Andrena scotica,3
181,Bombus lucorum,1
181,Bombus pascuorum,3
181,Bombus terrestris,4
181,Bombus vestalis,1
181,Calvia quattuordecimguttata,1
181,Chrysolina fastuosa,1
181,Cuculus canorus,1
181,Aeshna grandis,16
181,Bombus hypnorum,2
181,Psittacula krameri,14
181,Alauda arvensis,11
181,Phalacrocorax carbo,12
181,Anser anser,1
181,Aeshna cyanea,6
181,Aeshna mixta,6
181,Ischnura elegans,18
181,Sympetrum striolatum,9
181,Cettia cetti,2
181,Riparia riparia,1
181,Anax imperator,12
181,Delichon urbicum,4
181,Erythromma najas,16
181,Libellula quadrimaculata,3
181,Enallagma cyathigerum,8
181,Harmonia axyridis,2
181,Apis mellifera,1
181,Bombus pratorum,1
181,Hyacinthoides non-scripta,1
181,Osmia bicornis,1
181,Coenagrion puella,6
181,Aphantopus hyperantus,6
181,Bombus lapidarius,1
181,Eriothrix rufomaculata,1
181,Maniola jurtina,9
181,Ochlodes sylvanus,7
181,Osmia leaiana,1
181,Pieris napi,13
181,Pyronia tithonus,7
181,Pyrrhosoma nymphula,4
181,Thymelicus lineola,3
181,Thymelicus sylvestris,6
181,Calopteryx splendens,3
181,Corvus frugilegus,2
181,Scolopax rusticola,2
181,Nomada marshamella,1
181,Aglais urticae,4
181,Coenonympha pamphilus,2
181,Omocestus viridulus,5
181,Rattus norvegicus,2
181,Vespa crabro,1
181,Meles meles,1
181,Egretta garzetta,1
181,Anthocharis cardamines,4
181,Philaenus spumarius,2
181,Vanessa cardui,2
181,Corvus corax,1
181,Chrysolina americana,2
181,Picromerus bidens,1
181,Tipula vernalis,1
181,Chloromyia formosa,1
181,Coccinella septempunctata,1
181,Rhagonycha fulva,1
181,Roeseliana roeselii,1
181,Stratiomys potamida,1
181,Harpalus rufipes,1
181,Pentatoma rufipes,1
181,Rana temporaria,1
181,Tetrix subulata,1
181,Arvicola amphibius,2
181,Propylea quattuordecimpunctata,1
181,Bufo bufo,1
182,Anas platyrhynchos,163
182,Aythya fuligula,83
182,Branta canadensis,107
182,Cairina moschata,19
182,Fulica atra,155
182,Gallinula chloropus,151
182,Branta leucopsis,2
182,Podiceps cristatus,34
182,Cygnus olor,53
182,Chroicocephalus ridibundus,46
182,Alcedo atthis,32
182,Tachybaptus ruficollis,7
182,Accipiter nisus,18
182,Aegithalos caudatus,84
182,Alauda arvensis,24
182,Anser cygnoides,1
182,Anthus pratensis,4
182,Ardea cinerea,68
182,Chloris chloris,98
182,Columba palumbus,127
182,Corvus corone,92
182,Cyanistes caeruleus,129
182,Emberiza citrinella,12
182,Emberiza schoeniclus,17
182,Erithacus rubecula,130
182,Falco tinnunculus,6
182,Fringilla coelebs,120
182,Garrulus glandarius,39
182,Hirundo rustica,14
182,Larus argentatus,2
182,Larus fuscus,12
182,Linaria cannabina,13
182,Mergus merganser,16
182,Parus major,127
182,Passer domesticus,115
182,Periparus ater,104
182,Phasianus colchicus,11
182,Phylloscopus collybita,49
182,Pica pica,124
182,Picus viridis,37
182,Poecile palustris,1
182,Prunella modularis,120
182,Pyrrhula pyrrhula,74
182,Sturnus vulgaris,28
182,Troglodytes troglodytes,105
182,Turdus merula,131
182,Turdus philomelos,50
182,Turdus viscivorus,32
182,Cornu aspersum,1
182,Potamopyrgus antipodarum,1
182,Carduelis carduelis,59
182,Columba oenas,22
182,Motacilla alba,8
182,Passer montanus,3
182,Turdus iliacus,35
182,Turdus pilaris,15
182,Dendrocopos major,78
182,Curruca communis,21
182,Oenanthe oenanthe,1
182,Phylloscopus trochilus,11
182,Regulus regulus,26
182,Sylvia atricapilla,27
182,Vanellus vanellus,3
182,Apus apus,12
182,Buteo buteo,22
182,Curruca curruca,4
182,Haematopus ostralegus,2
182,Coloeus monedula,63
182,Sitta europaea,69
182,Cuculus canorus,1
182,Motacilla cinerea,16
182,Streptopelia decaocto,59
182,Certhia familiaris,7
182,Actitis hypoleucos,1
182,Larus canus,2
182,Larus marinus,1
182,Lilioceris lilii,9
182,Anser anser,1
182,Acarospora fuscata,1
182,Bilimbia sabuletorum,1
182,Buellia aethalea,1
182,Buellia ocellata,1
182,Caloplaca flavocitrina,1
182,Caloplaca oasis,1
182,Candelariella aurella,1
182,Candelariella vitellina,1
182,Catillaria chalybeia,1
182,Cladonia pyxidata,1
182,Evernia prunastri,1
182,Hypogymnia physodes,1
182,Hypogymnia tubulosa,1
182,Lecanora campestris,1
182,Lecanora muralis,1
182,Lecanora polytropa,1
182,Lecanora soralifera,1
182,Lecidella scabra,1
182,Lecidella stigmatea,1
182,Lichen,1
182,Melanelixia subaurifera,1
182,Myriolecis albescens,1
182,Myriolecis dispersa,1
182,Myriolecis hagenii,1
182,Myriolecis semipallida,1
182,Parmelia sulcata,1
182,Physcia adscendens,1
182,Physcia tenella,1
182,Porpidia tuberculosa,1
182,Verrucaria hochstetteri,1
182,Verrucaria nigrescens,1
182,Xanthoria parietina,1
182,Xanthoria polycarpa,1
182,Xanthoria ulophyllodes,1
182,Leptoglossus occidentalis,1
182,Harmonia axyridis,5
182,Fringilla montifringilla,1
182,Locustella naevia,1
182,Columba livia,28
182,Adelphocoris lineolatus,1
182,Aelia acuminata,2
182,Agonum emarginatum,1
182,Amara communis,1
182,Amara eurynota,1
182,Andrion regensteinense,1
182,Anthocoris nemorum,2
182,Archarius pyrrhoceras,1
182,Badister bullatus,1
182,Bembidion guttula,1
182,Bruchus loti,1
182,Bruchus rufimanus,1
182,Capsus ater,2
182,Ceutorhynchus typhae,1
182,Chrysolina hyperici,2
182,Cymus melanocephalus,1
182,Dicyphus errans,1
182,Dolycoris baccarum,1
182,Eutrichapion viciae,2
182,Exomias pellucidus,1
182,Ischnopterapion loti,2
182,Kleidocerys resedae,2
182,Leptopterna dolabrata,2
182,Liocoris tripustulatus,1
182,Mecinus pascuorum,2
182,Mecinus pyraster,1
182,Neocoenorrhinus germanicus,1
182,Notostira elongata,2
182,Ophonus rufibarbis,1
182,Oxystoma cerdo,2
182,Oxystoma craccae,2
182,Oxystoma subulatum,2
182,Perapion violaceum,2
182,Phyllobius pyri,1
182,Phyllobius roboretanus,2
182,Pithanus maerkelii,2
182,Protapion apricans,2
182,Protapion assimile,2
182,Protapion fulvipes,1
182,Protapion trifolii,1
182,Psallus ambiguus,1
182,Psylliodes affinis,1
182,Pterostichus diligens,1
182,Pterostichus madidus,1
182,Pterostichus vernalis,1
182,Sitona cylindricollis,1
182,Sitona lineatus,2
182,Sitona sulcifrons,2
182,Sitona suturalis,2
182,Stenodema calcarata,1
182,Stenodema laevigata,1
182,Stenopterapion meliloti,1
182,Strophosoma melanogrammum,2
182,Trichosirocalus troglodytes,1
182,Amara similata,1
182,Amblytylus nasutus,1
182,Aphthona nonstriata,1
182,Apolygus spinolae,1
182,Archarius salicivorus,1
182,Bradycellus verbasci,1
182,Bruchidius varius,1
182,Bruchidius villosus,1
182,Cassida rubiginosa,1
182,Cassida vibex,1
182,Closterotomus norwegicus,1
182,Coreus marginatus,1
182,Crepidodera fulvicornis,1
182,Deraeocoris ruber,1
182,Eutrichapion ervi,1
182,Grypocoris stysi,1
182,Heterotoma planicornis,1
182,Hypera plantaginis,1
182,Hypera postica,1
182,Megaloceroea recticornis,1
182,Nabis flavomarginatus,1
182,Nanophyes marmoratus,1
182,Oncotylus viridiflavus,1
182,Orthops campestris,1
182,Otiorhynchus singularis,1
182,Pelenomus canaliculatus,1
182,Phyllotreta undulata,1
182,Piezodorus lituratus,1
182,Plagiognathus arbustorum,1
182,Plagiognathus chrysanthemi,1
182,Polymerus nigrita,1
182,Protapion nigritarse,1
182,Rhinoncus pericarpius,1
182,Rhinusa antirrhini,1
182,Saldula orthochila,1
182,Scolopostethus thomsoni,1
182,Sermylassa halensis,1
182,Stenotus binotatus,1
182,Tychius meliloti,1
182,Sylvia borin,3
182,Fallopia japonica,1
182,Ischnura elegans,2
182,Phalacrocorax carbo,19
182,Erinaceus europaeus,10
182,Vulpes vulpes,15
182,Anas crecca,4
182,Psittacula krameri,33
182,Scolopax rusticola,1
182,Hyacinthoides hispanica,1
182,Hyacinthoides non-scripta,2
182,Rana temporaria,1
182,Sciurus carolinensis,19
182,Egretta garzetta,3
182,Anthocharis cardamines,2
182,Celastrina argiolus,1
182,Corvus frugilegus,2
182,Erythromma najas,1
182,Aglais io,3
182,Pieris brassicae,2
182,Pyronia tithonus,2
182,Aeshna cyanea,1
182,Delichon urbicum,2
182,Riparia riparia,1
182,Aix galericulata,1
182,Apodemus sylvaticus,1
182,Bombylius major,1
182,Corvus corax,2
182,Philaenus spumarius,1
182,Aeshna grandis,2
182,Bombus terrestris,1
182,Corizus hyoscyami,1
182,Pararge aegeria,1
182,Pipistrellus pipistrellus,1
182,Sympetrum striolatum,1
182,Vanessa atalanta,1
182,Chrysolina americana,1
182,Mystacides longicornis,1
182,Pentatoma rufipes,1
182,Forficula auricularia,1
182,Chorthippus brunneus,1
183,Aeshna grandis,1
183,Sympetrum striolatum,1
183,Cornu aspersum,1
183,Passer domesticus,2
183,Impatiens glandulifera,3
183,Aegithalos caudatus,1
183,Chloris chloris,2
183,Columba palumbus,2
183,Cyanistes caeruleus,2
183,Erithacus rubecula,2
183,Fringilla montifringilla,1
183,Pica pica,2
183,Buteo buteo,3
183,Accipiter nisus,1
183,Hirundo rustica,1
183,Lilioceris lilii,2
183,Apus apus,5
183,Coccinella septempunctata,1
183,Psyllobora vigintiduopunctata,1
183,Anas platyrhynchos,1
183,Ardea cinerea,1
183,Columba livia,1
183,Columba oenas,1
183,Corvus corone,1
183,Curruca communis,1
183,Fallopia japonica,1
183,Fringilla coelebs,1
183,Fulica atra,1
183,Gallinula chloropus,1
183,Motacilla alba,1
183,Phylloscopus collybita,1
183,Prunella modularis,1
183,Troglodytes troglodytes,1
183,Turdus merula,1
183,Turdus philomelos,1
183,Turdus viscivorus,2
183,Carduelis carduelis,1
183,Sturnus vulgaris,1
183,Chrysolina americana,2
183,Harmonia axyridis,1
183,Erinaceus europaeus,6
184,Harmonia axyridis,3
184,Lilioceris lilii,3
184,Propylea quattuordecimpunctata,1
184,Apus apus,6
184,Impatiens glandulifera,1
184,Coccinella septempunctata,2
184,Fallopia japonica,1
184,Carduelis carduelis,1
184,Columba livia,1
184,Columba palumbus,1
184,Corvus corone,1
184,Erithacus rubecula,1
184,Larus fuscus,1
184,Passer domesticus,1
184,Pica pica,1
184,Prunella modularis,1
184,Sturnus vulgaris,1
184,Erinaceus europaeus,5
184,Sciurus carolinensis,1
184,Cimbex femoratus,1
184,Chrysolina americana,1
185,Coenagrion puella,1
185,Ischnura elegans,1
185,Libellula depressa,1
185,Pyrrhosoma nymphula,1
185,Cygnus olor,3
185,Enochrus melanocephalus,1
185,Haliplus immaculatus,1
185,Haliplus ruficollis,1
185,Hygrotus inaequalis,1
185,Hyphydrus ovatus,1
185,Laccophilus minutus,1
185,Liopterus haemorrhoidalis,1
185,Noterus clavicornis,1
185,Branta canadensis,9
185,Turdus merula,44
185,Cyanistes caeruleus,57
185,Parus major,60
185,Passer domesticus,27
185,Streptopelia decaocto,11
185,Sturnus vulgaris,23
185,Chloris chloris,25
185,Erithacus rubecula,46
185,Prunella modularis,38
185,Alauda arvensis,1
185,Apus apus,5
185,Buteo buteo,9
185,Columba palumbus,26
185,Falco tinnunculus,2
185,Fulica atra,15
185,Gallinula chloropus,14
185,Pica pica,25
185,Carduelis carduelis,22
185,Corvus corax,1
185,Troglodytes troglodytes,21
185,Harmonia axyridis,4
185,Anas platyrhynchos,22
185,Sylvia atricapilla,17
185,Chroicocephalus ridibundus,22
185,Corvus corone,41
185,Periparus ater,9
185,Aegithalos caudatus,28
185,Columba livia,15
185,Corvus frugilegus,2
185,Fringilla coelebs,12
185,Phylloscopus collybita,19
185,Dendrocopos major,21
185,Sitta europaea,5
185,Turdus viscivorus,5
185,Bombycilla garrulus,1
185,Garrulus glandarius,9
185,Spinus spinus,1
185,Poecile montanus,6
185,Curruca communis,9
185,Picus viridis,15
185,Pyrrhula pyrrhula,11
185,Potamopyrgus antipodarum,1
185,Meles meles,1
185,Triturus cristatus,8
185,Bombus hypnorum,1
185,Ardea cinerea,6
185,Larus fuscus,13
185,Turdus philomelos,10
185,Certhia familiaris,4
185,Regulus regulus,9
185,Lilioceris lilii,6
185,Fallopia japonica,1
185,Accipiter nisus,2
185,Turdus iliacus,4
185,Larus argentatus,6
185,Phylloscopus trochilus,5
185,Curruca curruca,1
185,Acrocephalus schoenobaenus,1
185,Motacilla alba,3
185,Andrena cineraria,2
185,Andrena nigroaenea,1
185,Hyacinthoides hispanica,1
185,Mergus merganser,1
185,Sylvia borin,2
185,Acrocephalus scirpaceus,1
185,Nomada goodeniana,1
185,Nomada marshamella,1
185,Sciurus carolinensis,1
185,Chrysolina americana,1
185,Hirundo rustica,1
185,Pieris brassicae,2
185,Pieris rapae,1
185,Bombylius major,1
185,Palomena prasina,1
185,Carabus violaceus,1
185,Erinaceus europaeus,1
185,Rana temporaria,1
185,Omocestus viridulus,1
186,Parus major,143
186,Anas platyrhynchos,171
186,Aythya fuligula,101
186,Branta canadensis,126
186,Cairina moschata,29
186,Fulica atra,164
186,Gallinula chloropus,165
186,Branta leucopsis,2
186,Podiceps cristatus,49
186,Cygnus olor,70
186,Chroicocephalus ridibundus,68
186,Alcedo atthis,35
186,Tachybaptus ruficollis,7
186,Accipiter nisus,30
186,Aegithalos caudatus,96
186,Alauda arvensis,24
186,Anser cygnoides,1
186,Anthus pratensis,5
186,Ardea cinerea,72
186,Chloris chloris,110
186,Columba palumbus,142
186,Corvus corone,103
186,Cyanistes caeruleus,142
186,Emberiza citrinella,12
186,Emberiza schoeniclus,18
186,Erithacus rubecula,143
186,Falco tinnunculus,13
186,Fringilla coelebs,127
186,Garrulus glandarius,39
186,Hirundo rustica,16
186,Larus argentatus,8
186,Larus fuscus,30
186,Linaria cannabina,13
186,Mergus merganser,16
186,Passer domesticus,132
186,Periparus ater,107
186,Phasianus colchicus,12
186,Phylloscopus collybita,50
186,Pica pica,138
186,Picus viridis,38
186,Poecile palustris,1
186,Prunella modularis,139
186,Pyrrhula pyrrhula,77
186,Sturnus vulgaris,61
186,Troglodytes troglodytes,116
186,Turdus merula,142
186,Turdus philomelos,53
186,Turdus viscivorus,50
186,Cornu aspersum,1
186,Apus apus,26
186,Phylloscopus trochilus,13
186,Carduelis carduelis,94
186,Columba oenas,22
186,Motacilla alba,28
186,Passer montanus,3
186,Turdus iliacus,37
186,Turdus pilaris,16
186,Dendrocopos major,79
186,Curruca communis,22
186,Oenanthe oenanthe,1
186,Regulus regulus,32
186,Sylvia atricapilla,34
186,Vanellus vanellus,4
186,Buteo buteo,29
186,Curruca curruca,4
186,Haematopus ostralegus,2
186,Coloeus monedula,71
186,Sitta europaea,74
186,Cuculus canorus,1
186,Motacilla cinerea,30
186,Streptopelia decaocto,86
186,Columba livia,58
186,Spinus spinus,4
186,Certhia familiaris,9
186,Actitis hypoleucos,1
186,Larus canus,2
186,Larus marinus,1
186,Sterna hirundo,2
186,Acrocephalus schoenobaenus,1
186,Dryobates minor,1
186,Lilioceris lilii,9
186,Anser anser,1
186,Leptoglossus occidentalis,1
186,Psittacula krameri,34
186,Sciurus carolinensis,50
186,Anas crecca,5
186,Bucephala clangula,1
186,Tadorna tadorna,1
186,Aglais io,8
186,Harmonia axyridis,5
186,Pieris rapae,3
186,Rattus norvegicus,6
186,Fringilla montifringilla,1
186,Locustella naevia,1
186,Vulpes vulpes,24
186,Adelphocoris lineolatus,1
186,Aelia acuminata,2
186,Amara eurynota,1
186,Andrion regensteinense,1
186,Anthocoris nemorum,2
186,Bruchus loti,1
186,Bruchus rufimanus,1
186,Capsus ater,2
186,Cymus melanocephalus,1
186,Dicyphus errans,1
186,Ischnopterapion loti,2
186,Kleidocerys resedae,2
186,Mecinus pascuorum,2
186,Mecinus pyraster,1
186,Neocoenorrhinus germanicus,1
186,Notostira elongata,2
186,Oxystoma cerdo,2
186,Oxystoma craccae,2
186,Oxystoma subulatum,2
186,Phyllobius pyri,1
186,Phyllobius roboretanus,2
186,Protapion apricans,2
186,Protapion assimile,2
186,Protapion fulvipes,1
186,Protapion trifolii,1
186,Psallus ambiguus,1
186,Psylliodes affinis,1
186,Sitona cylindricollis,1
186,Sitona lineatus,2
186,Sitona sulcifrons,2
186,Sitona suturalis,2
186,Stenodema calcarata,1
186,Stenodema laevigata,1
186,Stenopterapion meliloti,1
186,Strophosoma melanogrammum,2
186,Trichosirocalus troglodytes,1
186,Aphthona nonstriata,1
186,Apolygus spinolae,1
186,Archarius salicivorus,1
186,Bruchidius villosus,1
186,Cassida vibex,1
186,Chrysolina hyperici,1
186,Closterotomus norwegicus,1
186,Coreus marginatus,1
186,Crepidodera fulvicornis,1
186,Eutrichapion ervi,1
186,Eutrichapion viciae,1
186,Heterotoma planicornis,1
186,Hypera plantaginis,1
186,Hypera postica,1
186,Leptopterna dolabrata,1
186,Megaloceroea recticornis,1
186,Nabis flavomarginatus,1
186,Nanophyes marmoratus,1
186,Orthops campestris,1
186,Otiorhynchus singularis,1
186,Pelenomus canaliculatus,1
186,Perapion violaceum,1
186,Phyllotreta undulata,1
186,Piezodorus lituratus,1
186,Pithanus maerkelii,1
186,Plagiognathus arbustorum,1
186,Plagiognathus chrysanthemi,1
186,Polymerus nigrita,1
186,Protapion nigritarse,1
186,Rhinoncus pericarpius,1
186,Rhinusa antirrhini,1
186,Scolopostethus thomsoni,1
186,Sermylassa halensis,1
